"CCLE_ID" "model_id" "model_name" "synonyms" "model_type" "growth_properties" "doi" "pmed" "model_treatment" "model_comments" "msi_status" "mutational_burden" "ploidy" "parent_id" "crispr_ko_data" "sample_id" "tissue" "tissue_status" "cancer_type" "cancer_type_detail" "cancer_type_ncit_id" "age_at_sampling" "sampling_day" "sampling_month" "sampling_year" "sample_treatment" "sample_treatment_details" "sample_site" "tnm_t" "tnm_n" "tnm_m" "tnm_integrated" "tumour_grade" "patient_id" "species" "gender" "ethnicity" "smoking_status" "model_relations_comment" "COSMIC_ID" "BROAD_ID" "RRID" "HCMI" "suppliers" "supplier" "cat_number"
"RERFLCSQ1_LUNG" "SIDM00354" "RERF-LC-Sq1" "" "Cell Line" "Unknown" "" NA "" "" "MSS" 39.08 2.891780786 "" "True" "SIDS01048" "Lung" "Tumour" "Squamous Cell Lung Carcinoma" "Squamous Cell Lung Carcinoma" "C3493" 74 NA NA NA "Unknown" "" "Lung" NA NA NA NA NA "SIDP00941" "Homo Sapiens" "Female" "East Asian" "Unknown" "" "1298538" "ACH-000442" "CVCL_1656" NA "JCRB:JCRB1019" "JCRB" "JCRB1019"
"RH18_SOFT_TISSUE" "SIDM00454" "RH-18" "SJRH18" "Cell Line" "Adherent" "" 3607778 "" "The RH-18 cell line was generated from a xenograft derived from a tumor from a previously untreated 2-year-old patient with a perineal RMS assigned as embryonal histology. (PMID: 23882450)." "MSS" 34.71 3.514480152 "" "False" "SIDS01146" "Soft Tissue" "Tumour" "Rhabdomyosarcoma" "Embryonal Rhabdomyosarcoma" "C8971" 2 NA NA NA "None" "" "Unknown" NA NA NA NA NA "SIDP01033" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "" "971774" "ACH-000689" "CVCL_1659" NA "DSMZ:ACC-491" "DSMZ" "ACC-491"
"RH30_SOFT_TISSUE" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"RH41_SOFT_TISSUE" "SIDM00426" "RH-41" "" "Cell Line" "Adherent" "10.3389/fonc.2013.00183" 23882450 "" "" "MSS" 22.45 3.134496817 "" "False" "SIDS01147" "Soft Tissue" "Tumour" "Rhabdomyosarcoma" "Alveolar Rhabdomyosarcoma" "C3749" NA NA NA NA "Chemotherapy" "" "Liver" NA NA NA NA NA "SIDP01034" "Homo Sapiens" "Female" "Unknown" "Unknown" "RH-41 and RH-4 were both derived from the same patient sample. (PMID: 23882450)" "1240210" "ACH-000100" "CVCL_2176" NA "DSMZ:ACC-592" "DSMZ" "ACC-592"
"RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE" "SIDM01858" "Ri-1" "" "Cell Line" "Suspension" "10.1002/ijc.2910390116" 3098690 "Unknown" "" "" NA NA "" "False" "SIDS01712" "Haematopoietic and Lymphoid" "Tumour" "B-Cell Non-Hodgkin's Lymphoma" "Diffuse Large B-Cell Lymphoma" "C8851" 57 NA NA 1977 "Unknown" "" "Peripheral Blood" NA NA NA NA NA "SIDP01624" "Homo Sapiens" "Female" "Unknown" "Unknown" "NaN" "" "ACH-000398" "" NA "DSMZ:ACC-585" "DSMZ" "ACC-585"
"RKN_SOFT_TISSUE" "SIDM00353" "RKN" "" "Cell Line" "Unknown" "" NA "" "" "MSS" 25.53 4.221982122 "" "True" "SIDS01049" "Soft Tissue" "Tumour" "Other Sarcomas" "Ovarian Leiomyosarcoma" "C5234" 45 NA NA NA "Unknown" "" "Ovary" NA NA NA NA NA "SIDP00942" "Homo Sapiens" "Female" "East Asian" "Unknown" "" "1298539" "ACH-000505" "CVCL_3156" NA "JCRB:JCRB0176" "JCRB" "JCRB0176"
"RKO_LARGE_INTESTINE" "SIDM01090" "RKO" "" "Cell Line" "Adherent" "" NA "" "" "MSI" 247.82 2.126498133 "" "True" "SIDS00344" "Large Intestine" "Tumour" "Colorectal Carcinoma" "Colon Carcinoma" "C4910" NA NA NA NA "Unknown" "" "Colon" NA NA NA NA NA "SIDP00289" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "RKO-E6 was generated from the colon carcinoma line RKO by transfection with pCMV E6 using Lipofectin (ATCC)." "909698" "ACH-000943" "CVCL_0504" NA "ATCC:CRL-2577" "ATCC" "CRL-2577"
"RL952_ENDOMETRIUM" "SIDM01088" "RL95-2" "" "Cell Line" "Adherent" "" NA "" "" "MSI" 213.66 2.021919455 "" "True" "SIDS00346" "Endometrium" "Tumour" "Endometrial Carcinoma" "Adenosquamous Endometrial Carcinoma" "C114656" 65 NA NA NA "Unknown" "" "Endometrium" NA NA NA NA NA "SIDP00291" "Homo Sapiens" "Female" "White" "Unknown" "" "930082" "ACH-000965" "CVCL_0505" NA "ATCC:CRL-1671" "ATCC" "CRL-1671"
"RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE" "SIDM01089" "RL" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 39.87 2.054722429 "" "False" "SIDS00345" "Haematopoietic and Lymphoid" "Metastasis" "B-Cell Non-Hodgkin's Lymphoma" "Diffuse Large B-Cell Lymphoma" "C8851" 52 NA NA NA "Unknown" "" "Ascites" NA NA NA NA NA "SIDP00290" "Homo Sapiens" "Male" "White" "Unknown" "" "910861" "ACH-000371" "CVCL_1660" NA "ATCC:CRL-2261" "ATCC" "CRL-2261"
"RMGI_OVARY" "SIDM00352" "RMG-I" "RMG1" "Cell Line" "Unknown" "" NA "" "" "MSS" 29.24 2.094505211 "" "True" "SIDS01050" "Ovary" "Tumour" "Ovarian Carcinoma" "Ovarian Clear Cell Adenocarcinoma" "C40078" 34 NA NA NA "Unknown" "" "Ascites" NA NA NA NA NA "SIDP00943" "Homo Sapiens" "Female" "East Asian" "Unknown" "" "909699" "ACH-000719" "CVCL_1662" NA "JCRB:IFO50315" "JCRB" "IFO50315"
"RMUGS_OVARY" "SIDM01347" "RMUG-S" "" "Cell Line" "Adherent" "" 2083224 "Unknown" "" "" 26.84 NA "" "True" "SIDS01447" "Ovary" "Tumour" "Ovarian Carcinoma" "Ovarian Cystadenocarcinoma" "C5228" 62 NA NA NA "Unknown" "" "Ovary" NA NA NA NA NA "SIDP01328" "Homo Sapiens" "Female" "Unknown" "Unknown" "NaN" "" "ACH-000701" "CVCL_3158" NA "JCRB:IFO50320" "JCRB" "IFO50320"
"RPMI7951_SKIN" "SIDM01087" "RPMI-7951" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 38.13 2.481440645 "" "True" "SIDS00347" "Skin" "Metastasis" "Melanoma" "Melanoma" "C3224" 18 NA NA 1971 "Unknown" "" "Lymph node" NA NA NA NA NA "SIDP00292" "Homo Sapiens" "Female" "White" "Unknown" "" "910903" "ACH-000348" "CVCL_1666" NA "ATCC:HTB-66" "ATCC" "HTB-66"
"RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE" "SIDM00087" "RPMI-8226" "RPMI no 8226;RPMI 8226/S;GM02132;GM2132;Simpson" "Cell Line" "Suspension" "" NA "" "" "MSS" 42.68 2.914442215 "" "True" "SIDS00850" "Haematopoietic and Lymphoid" "Tumour" "Plasma Cell Myeloma" "Plasma Cell Myeloma" "C3242" 61 NA NA NA "Unknown" "" "Peripheral blood" NA NA NA NA NA "SIDP00757" "Homo Sapiens" "Male" "Unknown" "Unknown" "COLO-775 has been shown to be a derivitive of RPMI-8226 (ICLAC)." "905964" "ACH-000817" "CVCL_0014" NA "NCI:RPMI-8226" "NCI" "RPMI-8226"
"RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE" "SIDM00403" "RPMI-8402" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 43.79 3.685253765 "" "False" "SIDS01149" "Haematopoietic and Lymphoid" "Tumour" "T-Lymphoblastic Leukemia" "Childhood T Acute Lymphoblastic Leukemia" "C7953" 16 NA NA 1972 "Unknown" "" "Peripheral blood" NA NA NA NA NA "SIDP01036" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "909702" "ACH-000636" "CVCL_1667" NA "DSMZ:ACC-290" "DSMZ" "ACC-290"
"RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE" "SIDM01086" "RS4-11" "" "Cell Line" "Suspension" "" NA "" "" "MSI" 86.95 2.031825536 "" "False" "SIDS00348" "Haematopoietic and Lymphoid" "Tumour" "B-Lymphoblastic Leukemia" "Adult B Acute Lymphoblastic Leukemia" "C9143" 32 NA NA NA "Unknown" "" "Bone marrow" NA NA NA NA NA "SIDP00293" "Homo Sapiens" "Female" "White" "Unknown" "" "909703" "ACH-000874" "CVCL_0093" NA "ATCC:CRL-1873" "ATCC" "CRL-1873"
"RS5_FIBROBLAST" "SIDM01772" "RS-5" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" 19.58 NA "" "False" "SIDS01661" "Lung" "Tumour" "Mesothelioma" "Malignant Pleural Mesothelioma" "C7376" 78 NA NA 2003 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP01580" "Homo Sapiens" "Male" "Unknown" "Unknown" "NaN" "" "ACH-000531" "" NA "DSMZ:ACC-604" "DSMZ" "ACC-604"
"RT112_URINARY_TRACT" "SIDM00402" "RT-112" "" "Cell Line" "Unknown" "" NA "" "" "MSS" 33.79 2.018368616 "" "True" "SIDS01150" "Bladder" "Tumour" "Bladder Carcinoma" "Bladder Carcinoma" "C4912" NA NA NA 1973 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP01037" "Homo Sapiens" "Female" "Unknown" "Unknown" "RT112-84 and RT-112 share common ancestry (DSMZ, ECACC)." "909704" "ACH-000473" "CVCL_1670" NA "DSMZ:ACC-418" "DSMZ" "ACC-418"
"RT4_URINARY_TRACT" "SIDM01085" "RT4" "RT4P" "Cell Line" "Adherent" "" NA "" "" "MSS" 30.55 3.722512659 "" "False" "SIDS00349" "Bladder" "Tumour" "Bladder Carcinoma" "Bladder Carcinoma" "C4912" 63 NA NA NA "Unknown" "" "Urinary Bladder" NA NA NA NA NA "SIDP00294" "Homo Sapiens" "Male" "White" "Unknown" "" "687455" "ACH-000242" "CVCL_0036" NA "ATCC:HTB-2" "ATCC" "HTB-2"
"RVH421_SKIN" "SIDM00401" "RVH-421" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 37.87 3.022175164 "" "True" "SIDS01151" "Skin" "Metastasis" "Melanoma" "Melanoma" "C3224" 28 NA NA 1979 "Unknown" "" "Intracranial" NA NA NA NA NA "SIDP01038" "Homo Sapiens" "Male" "Other" "Unknown" "" "909706" "ACH-000614" "CVCL_1672" NA "DSMZ:ACC-127" "DSMZ" "ACC-127"
"S117_THYROID" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SALE_LUNG" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SAOS2_BONE" "SIDM01084" "Saos-2" "Sarcoma OSteogenic-2" "Cell Line" "Adherent" "" NA "" "" "MSS" 34.29 2.593834383 "" "True" "SIDS00350" "Bone" "Tumour" "Osteosarcoma" "Osteosarcoma" "C9145" 11 NA NA NA "Chemotherapy" "The patient was treated with RTG, methotrexate, adriamycin, vincristine, cytoxan, and aramycin C" "Bone" NA NA NA NA NA "SIDP00295" "Homo Sapiens" "Female" "White" "Unknown" "" "909707" "ACH-000410" "CVCL_0548" NA "ATCC:HTB-85" "ATCC" "HTB-85"
"SBC5_LUNG" "SIDM00368" "SBC-5" "" "Cell Line" "Unknown" "" NA "" "" "MSS" 50.55 2.919368599 "" "False" "SIDS01056" "Lung" "Unknown" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00948" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "" "713880" "ACH-000670" "CVCL_1679" NA "JCRB:JCRB0819" "JCRB" "JCRB0819"
"SCABER_URINARY_TRACT" "SIDM00032" "SCaBER" "" "Cell Line" "Adherent" "" 947851 "" "" "MSS" 66.18 3.037043449 "" "True" "SIDS00789" "Bladder" "Tumour" "Bladder Carcinoma" "Bladder Carcinoma" "C4912" 58 NA NA 1976 "Unknown" "" "Urinary Bladder" NA NA NA NA NA "SIDP00707" "Homo Sapiens" "Male" "Black" "Unknown" "" "1299051" "ACH-000839" "CVCL_3599" NA "ATCC:HTB-3" "ATCC" "HTB-3"
"SCC15_UPPER_AERODIGESTIVE_TRACT" "SIDM01083" "SCC-15" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 22.32 3.198316845 "" "False" "SIDS00351" "Head and Neck" "Tumour" "Oral Cavity Carcinoma" "Tongue Squamous Cell Carcinoma" "C4648" 55 NA NA NA "Unknown" "" "Tongue" NA NA NA NA NA "SIDP00296" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "910911" "ACH-000254" "CVCL_1681" NA "ATCC:CRL-1623" "ATCC" "CRL-1623"
"SCC25_UPPER_AERODIGESTIVE_TRACT" "SIDM01082" "SCC-25" "hSCC-25" "Cell Line" "Adherent" "" NA "" "" "MSS" 24.71 1.857550823 "" "True" "SIDS00352" "Head and Neck" "Tumour" "Oral Cavity Carcinoma" "Tongue Squamous Cell Carcinoma" "C4648" 70 NA NA NA "Unknown" "" "Tongue" NA NA NA NA NA "SIDP00297" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "910701" "ACH-000188" "CVCL_1682" NA "ATCC:CRL-1628" "ATCC" "CRL-1628"
"SCC4_UPPER_AERODIGESTIVE_TRACT" "SIDM01081" "SCC-4" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 26.03 2.954600902 "" "True" "SIDS00353" "Head and Neck" "Tumour" "Oral Cavity Carcinoma" "Tongue Squamous Cell Carcinoma" "C4648" 55 NA NA NA "Unknown" "" "Tongue" NA NA NA NA NA "SIDP00298" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "910904" "ACH-000238" "CVCL_1684" NA "ATCC:CRL-1624" "ATCC" "CRL-1624"
"SCC9_UPPER_AERODIGESTIVE_TRACT" "SIDM01080" "SCC-9" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 29.45 3.141023636 "" "True" "SIDS00354" "Head and Neck" "Tumour" "Oral Cavity Carcinoma" "Tongue Squamous Cell Carcinoma" "C4648" 25 NA NA NA "Unknown" "" "Tongue" NA NA NA NA NA "SIDP00299" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "909709" "ACH-000181" "CVCL_1685" NA "ATCC:CRL-1629" "ATCC" "CRL-1629"
"SCLC21H_LUNG" "SIDM00029" "SCLC-21H" "" "Cell Line" "Unknown" "" NA "" "" "" NA NA "" "False" "SIDS00792" "Lung" "Metastasis" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 46 NA NA NA "Unknown" "" "Pleural Effusion" NA NA NA NA NA "SIDP00710" "Homo Sapiens" "Male" "White" "Unknown" "SCLC-21H & SCLC-22H were derived from the same patient (DSMZ)." "753611" "ACH-000659" "CVCL_0024" NA "DSMZ:ACC372" "DSMZ" "ACC372"
"SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE" "SIDM00397" "Set2" "" "Cell Line" "Suspension" "" NA "" "" "" 38.11 1.945504812 "" "False" "SIDS01155" "Haematopoietic and Lymphoid" "Tumour" "Acute Myeloid Leukemia" "Adult Acute Megakaryoblastic Leukemia" "C7965" 71 NA NA 1995 "Unknown" "" "Peripheral blood" NA NA NA NA NA "SIDP01041" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "1659820" "ACH-000195" "CVCL_2187" NA "DSMZ:ACC-608" "DSMZ" "ACC-608"
"SF126_CENTRAL_NERVOUS_SYSTEM" "SIDM00382" "SF126" "" "Cell Line" "Unknown" "" NA "" "" "MSS" 37.95 1.960455952 "" "True" "SIDS01059" "Central Nervous System" "Tumour" "Glioblastoma" "Glioblastoma" "C3058" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00951" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "" "909712" "ACH-000609" "CVCL_1688" NA "JCRB:IFO50286" "JCRB" "IFO50286"
"SF172_CENTRAL_NERVOUS_SYSTEM" "SIDM01351" "SF172" "" "Cell Line" "Unknown" "" NA "Unknown" "" "" NA NA "" "True" "SIDS01451" "Central Nervous System" "Unknown" "Glioblastoma" "Glioblastoma" "C3058" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP01332" "Homo Sapiens" "Female" "Unknown" "Unknown" "NaN" "" "ACH-000887" "CVCL_V613" NA "" "" ""
"SF268_CENTRAL_NERVOUS_SYSTEM" "SIDM00085" "SF268" "" "Cell Line" "Unknown" "" NA "" "" "MSS" 36.84 2.483304299 "" "True" "SIDS00852" "Central Nervous System" "Tumour" "Glioma" "Astrocytoma" "C60781" 24 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00759" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "905986" "ACH-000655" "CVCL_1689" NA "NCI:SF-268" "NCI" "SF-268"
"SF295_CENTRAL_NERVOUS_SYSTEM" "SIDM00084" "SF295" "" "Cell Line" "Unknown" "" NA "" "" "MSS" 25.89 3.066847957 "" "True" "SIDS00853" "Central Nervous System" "Unknown" "Glioblastoma" "Glioblastoma" "C3058" 67 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00760" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "905985" "ACH-000376" "CVCL_1690" NA "NCI:SF295" "NCI" "SF295"
"SF539_CENTRAL_NERVOUS_SYSTEM" "SIDM00083" "SF539" "SF-539 BT" "Cell Line" "Unknown" "" NA "" "" "MSS" 47.89 3.049467311 "" "True" "SIDS00854" "Central Nervous System" "Tumour" "Glioblastoma" "Gliosarcoma" "C3796" 34 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00761" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "905984" "ACH-000273" "CVCL_1691" NA "NCI:SF-539" "NCI" "SF-539"
"SF767_CERVIX" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SH10TC_STOMACH" "SIDM01343" "SH-10-TC" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" 41.79 NA "" "True" "SIDS01452" "Stomach" "Unknown" "Gastric Carcinoma" "Gastric Carcinoma" "C4911" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP01333" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "NaN" "" "ACH-000764" "CVCL_5167" NA "RIKEN:RCB1940" "RIKEN" "RCB1940"
"SH4_SKIN" "SIDM01079" "SH-4" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 42.95 2.299641223 "" "False" "SIDS00355" "Skin" "Tumour" "Melanoma" "Melanoma" "C3224" 60 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00300" "Homo Sapiens" "Female" "White" "Unknown" "" "909713" "ACH-000441" "CVCL_1692" NA "ATCC:CRL-7724" "ATCC" "CRL-7724"
"SHP77_LUNG" "SIDM01078" "SHP-77" "" "Cell Line" "Semi-Adherent" "" NA "" "" "MSS" 70.24 2.019700793 "" "True" "SIDS00356" "Lung" "Tumour" "Small Cell Lung Carcinoma" "Small Cell Lung Carcinoma" "C4917" 54 NA NA 1977 "Unknown" "" "Lung" NA NA NA NA NA "SIDP00301" "Homo Sapiens" "Male" "White" "Unknown" "" "724872" "ACH-000790" "CVCL_1693" NA "ATCC:CRL-2195" "ATCC" "CRL-2195"
"SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE" "SIDM00396" "SIG-M5" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 22.03 3.356318286 "" "False" "SIDS01156" "Haematopoietic and Lymphoid" "Tumour" "Acute Myeloid Leukemia" "Adult Acute Myeloid Leukemia" "C9154" 63 NA NA 1995 "None" "" "Bone marrow" NA NA NA NA NA "SIDP01042" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "909715" "ACH-000112" "CVCL_1694" NA "DSMZ:ACC-468" "DSMZ" "ACC-468"
"SIHA_CERVIX" "SIDM01093" "SiHa" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 43.29 2.945409636 "" "True" "SIDS00357" "Cervix" "Tumour" "Cervical Carcinoma" "Human Papilloma Virus-Related Cervical Squamous Cell Carcinoma" "C27676" 55 NA NA NA "Unknown" "" "Cervix" NA NA NA NA NA "SIDP00302" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "930297" "ACH-000556" "CVCL_0032" NA "ATCC:HTB-35" "ATCC" "HTB-35"
"SIMA_AUTONOMIC_GANGLIA" "SIDM00395" "SIMA" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 22.76 3.857897202 "" "True" "SIDS01157" "Peripheral Nervous System" "Metastasis" "Neuroblastoma" "Neuroblastoma" "C3270" 1.7 NA NA 1991 "Unknown" "" "Adrenal Tissue" NA NA NA NA NA "SIDP01043" "Homo Sapiens" "Male" "Other" "Unknown" "" "753620" "ACH-000099" "CVCL_1695" NA "DSMZ:ACC-164" "DSMZ" "ACC-164"
"SJSA1_BONE" "SIDM01112" "SJSA-1" "OsA-CL" "Cell Line" "Adherent" "" NA "" "" "MSS" 40.45 2.008828817 "" "True" "SIDS00359" "Bone" "Tumour" "Osteosarcoma" "Osteosarcoma" "C9145" 19 NA NA 1982 "Unknown" "" "Femur" NA NA NA NA NA "SIDP00304" "Homo Sapiens" "Male" "Black" "Unknown" "" "909717" "ACH-000748" "CVCL_1697" NA "ATCC:CRL-2098" "ATCC" "CRL-2098"
"SKBR3_BREAST" "SIDM00897" "SK-BR-3" "" "Cell Line" "Adherent" "" NA "" "" "" NA NA "" "True" "SIDS00081" "Breast" "Metastasis" "Breast Carcinoma" "Breast Adenocarcinoma" "C5214" 43 NA NA 1970 "Chemotherapy;Radiotherapy;Steroid" "radiation, steroids, cytoxan and 5 fluorouracil" "Pleural Effusion" NA NA NA NA NA "SIDP00064" "Homo Sapiens" "Female" "White" "Unknown" "AU565 and SK-BR-3 were derived from the same patient (ATCC)." "998199" "ACH-000017" "CVCL_0033" NA "ATCC:HTB-30" "ATCC" "HTB-30"
"SKCO1_LARGE_INTESTINE" "SIDM01096" "SK-CO-1" "SKCol1" "Cell Line" "Adherent" "" NA "" "" "MSS" 28.55 3.647990653 "" "False" "SIDS00360" "Large Intestine" "Metastasis" "Colorectal Carcinoma" "Colon Adenocarcinoma" "C4349" 65 NA NA NA "Unknown" "" "Ascites" NA NA NA NA NA "SIDP00305" "Homo Sapiens" "Male" "White" "Unknown" "" "909718" "ACH-000400" "CVCL_0626" NA "ATCC:HTB-39" "ATCC" "HTB-39"
"SKES1_BONE" "SIDM01111" "SK-ES-1" "" "Cell Line" "Unknown" "" NA "" "" "MSS" 20.13 2.181918851 "" "True" "SIDS00361" "Bone" "Tumour" "Ewing's Sarcoma" "Ewing's Sarcoma" "C4817" 18 NA NA 1971 "Unknown" "" "Bone" NA NA NA NA NA "SIDP00306" "Homo Sapiens" "Male" "White" "Unknown" "" "684072" "ACH-000087" "CVCL_0627" NA "ATCC:HTB-86" "ATCC" "HTB-86"
"SKHEP1_LIVER" "SIDM01110" "SK-HEP-1" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 28.21 2.803033353 "" "True" "SIDS00362" "Liver" "Metastasis" "Hepatocellular Carcinoma" "Hepatocellular Carcinoma" "C3099" 52 NA NA 1971 "Unknown" "" "Ascites" NA NA NA NA NA "SIDP00307" "Homo Sapiens" "Male" "White" "Unknown" "" "909719" "ACH-000361" "CVCL_0525" NA "ATCC:HTB-52" "ATCC" "HTB-52"
"SKLMS1_SOFT_TISSUE" "SIDM01109" "SK-LMS-1" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 18.11 2.131846404 "" "False" "SIDS00363" "Soft Tissue" "Tumour" "Other Sarcomas" "Vulvar Leiomyosarcoma" "C40318" 43 NA NA 1971 "Unknown" "" "Vulva" NA NA NA NA NA "SIDP00308" "Homo Sapiens" "Female" "White" "Unknown" "" "909720" "ACH-000145" "CVCL_0628" NA "ATCC:HTB-88" "ATCC" "HTB-88"
"SKLU1_LUNG" "SIDM01108" "SK-LU-1" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 58.39 3.702383258 "" "False" "SIDS00364" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 60 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00309" "Homo Sapiens" "Female" "White" "Unknown" "" "909721" "ACH-000309" "CVCL_0629" NA "ATCC:HTB-57" "ATCC" "HTB-57"
"SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE" "SIDM00380" "SKM-1" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 33.89 4.958364645 "" "False" "SIDS01061" "Haematopoietic and Lymphoid" "Tumour" "Acute Myeloid Leukemia" "Adult Acute Myeloid Leukemia" "C9154" 76 NA NA 1989 "Unknown" "" "Peripheral blood" NA NA NA NA NA "SIDP00953" "Homo Sapiens" "Male" "East Asian" "Unknown" "" "909722" "ACH-000373" "CVCL_0098" NA "JCRB:JCRB0118" "JCRB" "JCRB0118"
"SKMEL1_SKIN" "SIDM01107" "SK-MEL-1" "SK 1" "Cell Line" "Suspension" "" NA "" "" "MSS" 42.37 3.493053336 "" "False" "SIDS00365" "Skin" "Metastasis" "Melanoma" "Melanoma" "C3224" 29 NA NA NA "Unknown" "" "Lymphatic system" NA NA NA NA NA "SIDP00310" "Homo Sapiens" "Male" "White" "Unknown" "" "909723" "ACH-000465" "CVCL_0068" NA "ATCC:HTB-67" "ATCC" "HTB-67"
"SKMEL24_SKIN" "SIDM01106" "SK-MEL-24" "AQ-Mel" "Cell Line" "Adherent" "" NA "" "" "MSS" 56.87 1.965257316 "" "True" "SIDS00366" "Skin" "Metastasis" "Melanoma" "Melanoma" "C3224" 67 NA NA NA "Unknown" "" "Lymph node" NA NA NA NA NA "SIDP00311" "Homo Sapiens" "Male" "White" "Unknown" "" "909725" "ACH-000822" "CVCL_0599" NA "ATCC:HTB-71" "ATCC" "HTB-71"
"SKMEL28_SKIN" "SIDM00081" "SK-MEL-28" "SKML-28;AU-Mel;P-36" "Cell Line" "Adherent" "" NA "" "" "MSS" 58.03 3.926101789 "" "False" "SIDS00856" "Skin" "Tumour" "Melanoma" "Cutaneous Melanoma" "C3510" 51 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00763" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "905954" "ACH-000615" "CVCL_0526" NA "NCI:SK-MEL-28" "NCI" "SK-MEL-28"
"SKMEL30_SKIN" "SIDM00392" "SK-MEL-30" "AW-Mel" "Cell Line" "Adherent" "" NA "" "" "MSS" 60.26 3.66869254 "" "True" "SIDS01160" "Skin" "Metastasis" "Melanoma" "Cutaneous Melanoma" "C3510" 67 NA NA 1975 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP01046" "Homo Sapiens" "Male" "White" "Unknown" "" "909726" "ACH-000810" "CVCL_0039" NA "DSMZ:ACC-151" "DSMZ" "ACC-151"
